,label,review
70921,0,虽身为黑龙江人但是也支持，这是我们能做的一点点的支持！为狗狗[泪]
61661,0,双子座!!!默默的转! //@筱筱芝麻:这才是quietly brilliant，双子的孩纸乃们伤不起啊[泪]
21117,1,是的 //@乖张的张:回复@玉小竹:姐你太美了！[爱你] //@玉小竹:绵薄之力，守护北京。[可爱]
96990,0,只在书里见过。希望有计划肉眼看到！空气污染阿！[抓狂]
54121,1,"最有趣的是要穿裙子才能进去!现在还有不少公司禁穿牛仔裤，不少像@Loading-老丁 一样不喜欢裤子的女白领只能""穿裙子进去""![哈哈]海伦杨小姐:好强的品牌识别性和好牛的品牌@黄晓靖XiaojingHuang"
39910,1,这是@KIPLING 经典的三叠包嘛？最中意它的轻巧和方便了。 [可爱] //@Stephy邓丽欣:回眸一Chok[偷笑]
40998,1,"哈哈，真心到处有""单身""""""艳遇""""的字眼。~~~好吧~~~[哈哈][哈哈]"
51574,1,[呲牙]今天是我农历的生日噢?虽然没有骑着白马的王子、没有超喜爱的钻戒、没有给力的鲜花和生日礼物！但侄子给我定制的蛋糕充满浓浓的亲情与爱意！[亲亲]还有全国各地好友粉丝纷纷发来的祝福！亲们我爱你们。同时还收到新发的唱片！太开心.[哈哈][哈哈][哈哈] 我在:http://t.cn/zTlZAY2
16528,1,且行且珍惜[嘻嘻][阴险]
21333,1,马上又可以见到她了[爱你]
36474,1,[围观] 这条街道每天都人来人往、川流不息，行走于此的人们似乎忙碌得已经对它习以为常，无暇停下来欣赏下这沿途的风景。这张站在高处拍摄的照片木有让你感受到未曾发现的美呢？[爱你]
67886,0,不要这样啊。。。就这样走了。。。//@尤文图斯中国球迷网: [泪]虽然还没最后官方，心里已经有点不是滋味了…
98342,0,一大早的就发这种美食图，还那么一大盘虾！[泪]一定是小编打开的方式不对！
17178,1,#泉州镇江春之约#大坪山顶，可以看到泉州城。一早就有很多游客，发现很多人喜欢赤脚走路。这是泉州特色嘛？大家看马上有什么？答对有奖[哈哈]@泉州市旅游局 @畅游镇江 @新浪泉州
70009,0,呵呵，加班是生活的一种状态，我从来不下班啊.....[泪]//@雅致部落: 回复@部落格咖啡会所:how??这会还在加班呢，郁闷闷啊，您的说话让我赶脚无比荣幸的 //@部落格咖啡会所:我想象着一个美丽的约会，哈哈。 //@雅致部落: #早安问候# 跟安姐姐真是真默契啊，昨天还想您来着呢，同样期待呢
72222,0,女儿入学式，七点就把我吵醒，困死了[抓狂][抓狂][抓狂]@中国茶房8新宿店 @奋斗在日本 @玩转东京
17972,1,回复@幽竹星: 去蚂蜂窝看看攻略你会知道在途牛预定怎么样的，呵呵 //@幽竹星:大概11月底到12月出的样子可能要去斐济~北京出发。请问是自己定机票酒店比较?算，还是在例如途牛等机构定机+酒比较划算呢？[可爱]
18173,1,[鼓掌]//@黑玛亚花园: 谢谢到来[心][心]
87104,0,好后悔没去[泪] //@_小旭哥_:坏事做尽做番d好事啦[偷笑][酷]
49399,1,[嘻嘻] //@MlleReciproque:[飞个吻][飞个吻][飞个吻]
40066,1,[鼓掌]//@王府华厨: 多谢光临文华厅
56255,1,回家路上平安哈 //[可爱]@海鹏你很含蓄:我还真需要，谢谢。[嘻嘻]// @Radio李丹 :转给坐火车回家的朋友们～
26619,1,[鼓掌]棒！@魏微-vivi @给力花花牛 ，我们店的老板娘厉害吧？我们却在外面玩呢
96065,0,那边很好，演出，安排的都很好 ，就是飞机上比较难熬[晕]//@摄影师--刘健:哈哈，看来那边很辛苦嘛
50286,1,肥家看相机里的照片发现没一张好看的[生病] 不过这种院里堆满玉米棒，院前种满小清新花朵的北方农家院，倒是有点意思。主要我这土鳖没见过。以后冬天下雪再去一回，睡炕[哈哈]
103284,0,#开心早安# 【上学时最令你吐血那句话】1、这周六日补课；2、明天准备考试；3、回去叫家长签字；4、现在念下考试成绩；5、我们讲完这点再下课；6、明天检查背课文不会的留下。。。。中枪的转走吧~[泪] 小编偶身亡了~
80664,0,恩[抓狂]
31462,1,让小编晒晒酒店大厅的美[可爱]
90029,0,好重的素食口味[衰] //@猪猪plum:好强的夏威夷风，引领潮流，吸人眼球[赞][鼓掌]@黄天space @棒棒老公 @StayOriginals_倪雷 @李潇潇1023 @PETER-QIAN-QIAN @妍然112 //@子鲤便当:不知道有没有人感兴趣
101571,0,唱一首歌，观众眼眶红润了，那才算歌！唱一首歌，观众流泪了，那才是歌！唱一首歌，观众哭的歇斯底里，欲罢不能，那才是首歌！唱一首歌，整场观众有的哭的七窍流血，有的双手抱拳，痛苦呻吟，有的组团求生不得，求死不能，那就是“好歌”――#我是歌手#[话筒][抓狂][话筒][泪][话筒][悲伤][话筒][晕]
96956,0,回来之后鼻子就。。。一直在跑[泪]#作孽啊#
2336,1,@硕硕哟 @KK-小小小梦 [爱你][爱你](分享自 Weico频道 http://t.cn/zOmTZK7 )
55862,1,#小米在美国#看看美国的城市小菜市场都卖啥？各种新鲜的食材大多按小盒或小筐卖[调皮]很像隆福寺早市搓堆儿卖东西！初秋的美国收获季节，这景色能不心情好吗？生活其实就是简单的幸福[调皮]一家人一起买菜做饭，吃饭。[馋嘴]看着孩子一点点长大，自己一点点变老！！！[爱你]
5045,1,可以男扮女装不[哈哈]
41490,1,[哈哈]//@絮子Grace:都是记忆 //@肖雷-M:不会吧，咱们俩竟然是一个时空的。[哈哈] //@雅座刘志勇: 绝对收藏//@AimeeChang:好怀念啊！偶尔一两个忘了。
33366,1,@小宽胖 文字的魅力太大 @唯一的靓雪儿 实践的感染力太强！好心的@iam王璞 夫妇带我解馋了 感恩顺便报复一下社会[哈哈]//@小宽胖:肥肠。。[馋嘴]
37674,1,[嘻嘻]终于降价，当当折后?25.80，有兴趣的朋友可以瞄眼~ //@作家心香一瓣: 当当抽了？怎么又又涨价？？？？？目前当 当 价：?26.30 //@心香一瓣-: 不好意思啊亲们，当当不知道怎么搞的，再次把《扰婚》涨价，目前当当价：?25.00谢谢亲爱推荐//@星座普算: 这个不错推荐给大家。
58455,1,对于厨房卫生，我一向很挑剔，难得生意兴隆的厨房我挑不出大毛病的。今天在W Taipei几个中餐厨房，我见证了难得的高水平！恭贺邝启明师傅以及@台北W?店WTAIPEI 中餐团队！我很欣慰，很开心！各位辛苦了！[威武][酷][太开心]
70010,0,そうだよ。私の?家の周りは昔は全部こんな感じでした。残念ながら今は住宅地になっちゃったけどね[泪]// 是的。我老家附近以前都是这样的。很遗憾现在都成为住宅区了[泪] //@邢奶奶要瘦成闪电拍私房:?茶のふるさとですか？すごい！[酷]@静冈叔叔
45662,1,上海的天气很晴朗！[哈哈]
41980,1,@Mr-Ti安帅锦 [哈哈][哈哈]
31584,1,[思考] 幸福是什么[疑问] ？幸福就是――即使车子抛锚，自行车吊链，你我仍肩并肩。[可爱]
106436,0,[怒][哼] //@叶小凯:原来异地办理护照还是个玩笑嘛//@新小臣: 真他妈一群2b//@mandy_刘玲: @胡轩Sean @新小臣
16910,1,哦吼吼吼吼//@相声艾莉:[哈哈]
49897,1,#小学生陶淘#上学路上，天冷让小子穿厚点的棉衣，小子不干，坚决要穿这件，说这件衣服穿上象侦探[哈哈]
48616,1,[哈哈][哈哈][哈哈][酷][酷][酷][奥特曼][太阳][太阳] //@雷君君TVS:我先在船头帮你们捞着，顺便也帮你们吃了，你们负责帮我减肥[哈哈][哈哈]
108497,0,#悠游台湾个人游#哈哈哈，我的明信片全都到了哦[花心]。看来便宜无好货啊，印刷质量不是很高[泪]。。。4月30日开始，每天早上我都会发出一条明信片”绣花球”微博[酷]，头十名回复我就从台湾给你们寄一张明信片，持续到5月12日。哈哈哈，大家有兴趣参加吗？[太开心] http://t.cn/zOjryjV
29950,1,新年新气象[可爱]
56018,1,刚才吃爆米花小男孩的镜头是今晚最精彩的一瞬[爱你]
13115,1,来乌镇旅游的话可以来我们酒店品尝啊，还有其他各色私房菜！新来的大厨做的菜很有特色！[嘻嘻] //@无敌咩咩大陶籽:这个我喜欢[馋嘴][馋嘴][馋嘴]
25085,1,真遗憾，那天有事没去成//@什锦烧饼: [鼓掌]@听着眼熟 //@张洒家: //@抱残斋: 精神矍铄
82575,0,一天都在和荷里活的律师们掰斥来掰斥去，我不想说话了，大学时候为什么不好好选修国际法[汗][怒]风雨过后，阳光在哪里[浮云]好饿，想念北京滴炸酱面，西红柿打卤面也行。。。
58740,1,回复@余耕:你也来凑热闹啊！这小文章写的真心不错啊！需要勇气的！收藏了！[嘻嘻][嘻嘻] //@余耕:昨夜做了一个春梦，免费送给宋丹丹老师，请你用“干吗呀”的状态演绎一部《红楼梦》出来。
21159,1,乃伊组特，陪睡几觉？[哈哈][哈哈][哈哈][哈哈] //@玄马老爷_FatPandaMa:YOOOOO北京同学的福利嘛
92217,0,2012骨头白！再见了！这抹夕阳是我生命中见过最艳丽的了！这一年啊！很多记忆都会随着时间渐渐淡忘！唯一记住的就是！不要轻信别人的谣言！世界末日是纯粹的欺骗！银行！我再也不乱花钱了！[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪[泪][泪][泪][泪]
111042,0,说的挺解气的！可更值得深思。曾几何时，离婚都不可饶恕的我们，却突然发现婚姻观和价值观都出现了扭曲，实在悲哀啊！[泪]
65673,0,[泪][泪]//@素颜出门不怕晒:[泪]
90736,0,#汪汪在旅途#沈阳今天零下七度[泪][泪][泪]
7018,1,#比如唠叨与琐碎#在地铁上听着打鼓练的曲子摇头晃脑四肢抽搐的时候[晕]给两个美国老太太让了座位[害羞]然后开始被她们一阵问题和鼓励打断 用标准美音回复了他们的问题～顿时特别佩服自己[挖鼻屎]幸亏练的是英文歌儿 正有语感呢～[嘻嘻]
76733,0,得聊聊了[怒][奥特曼][爱心传递][心]#欣在自说自话#
97798,0,为什么每个周末都过的那么快[抓狂] 睡觉多浪费时间啊，干点什么[思考]
3622,1,#抢零点福来到#2014，迎接挑战，开年大吉，为自己加油，为明天而努力！[爱你][爱你][爱你]
23660,1,欢迎回家[太开心][鼓掌]
119222,0,[衰] 主页君，你被盗号了吧，这楼歪的//@车库咖啡: 蒋文女粉丝很多[偷笑] //@徐展_walking:你是每周都会有半天在？不怕女粉丝恶意骚扰吗？
72309,0,[晕] //@南京维景国际大酒店：哼哼[右哼哼]一人吃两只[左哼哼]
107144,0,谁说北京看不见蓝天？！介不一大条子吗[挖鼻屎] //@任卫新:没想到这幅图的阅读量竟然达到380多万。[衰]
118359,0,看来小方舟还有市场[嘻嘻][嘻嘻] //@一米阳光CHINA:感觉现在比2012还厉害，星星都大批掉下来了 //@差不多的光光: 2012过去了，难道灾难还会来临[衰][衰]
18688,1,[吃惊]昨天下单今天就到了…神速啊！！[鼓掌][鼓掌]
99451,0,洗完澡发现额头上多了快疤痕[泪]，没有撞哪呀，就这样破相鸟[泪][泪][泪][泪][泪][泪][泪][泪]
38408,1,早起上班时老公还念叨着应该给我备个3M口罩，一到公司，没想到安娜已经给我备好了，这也太贴心了！爱死了！幸福感极速上升！[亲亲][鼓掌][爱你][花心][太开心][心][玫瑰][太阳]（小粉兔是路过打酱油的[偷笑]）
22167,1,老师和学生能相处成这样，真幸福。//@种豆得瓜谢不谦: [哈哈][哈哈][哈哈]翩然入你梦中，喜大普奔。[威武]
2303,1,闺蜜下午茶走起，@嘴角微扬L37 赶紧呢，@朱润润 等着你回来继续哈[抱抱]
18600,1,到本月底8.31号，本轮的演出就结束了哦~想来看的同学们联系我啊。~[爱你] //@嘻哈包袱铺官方微博:#嘻哈一队相声剧#《嗜血的皇冠》第三天:不准不开心[爱你][爱你][爱你]
35678,1,有意思 //@CandyLee:很有气场[鼓掌][鼓掌]
119811,0,10年之中好像去过一次//@GloRy_of_LudviKa: 没去过[衰]
62979,0,回复@cc可乐:有意见吗？ //@cc可乐:[衰] //@京华旅游的阳光:我报名
112443,0,回复@孔二狗:回复@孔二狗:@王子子 @孔二狗 你们俩想复燃就复燃吧阿门！只求亲狗饶了我[泪]男友还未搞定，请给妹一条缠绵的小路[爱你]#蕾女#的原则素：闺蜜前夫可杀不可辱 //@孔二狗:我准备开始新的恋情了，答应黄小蕾这几年来对我的追求，你介意吗？[爱你]
39880,1,猜猜这是谁呢! 被着背包去砂劳越文化村的长屋看民族表演。[哈哈][思考][挤眼]
97622,0,//@老头夜话: [给力]//@思索VV: [笑哈哈]《大陆够邋遢》//@饶原生: 唱的是《大侠食垃圾》[抓狂]
38409,1,回复 @企鹅村的小M:[鼓掌] //@企鹅村的小M:回复 @王?Tracy:非常同意，最出彩的是一种让人值得信耐的服务体验，这就是我心目中的马航！ //@王?Tracy:谢谢帮转，通过世界杂志了解世界，搭乘马航畅游世界！现在就是最好的安排旅程的时机！行动起来吧！
119396,0,回复@于本镜:这次距上次刚过半年，两针就行，走前办的保险全用上了！ //@于本镜:又一次呀！还好不严重。 //@赵骋夫妇之昊游中国:回复@动力VS火锅:这几针下来，老哥百毒不侵，谁咬我谁疯！[抓狂]  //@动力VS火锅:继续打针[哈哈]
63873,0,人生第一张X光片，医生让我站直了，可我就是没法站直啊[泪][泪][泪][泪] 我在:http://t.cn/zjJTdQO
25458,1,//@周海涛Aio:[哈哈] //@Steven-----Lee: 说的对……
23023,1,回复@Oo彬彬oO有礼:[嘻嘻][嘻嘻] //@Oo彬彬oO有礼:边看日落边吃饭，热情的服务员还在沙滩上给我们画画，很有意思，赞！ //@Dusit_Hotels:#Dusit Thani Maldives#在这里吃饭是不是太浪漫了点，好羡慕[心][蜡烛][爱你][爱你][爱你][抱抱]
23395,1,上周五有幸学习如何正确护牙，听完了牙科医生和工作人员的讲述，才发现这么多年，我竟然都没有掌握正确的护牙方法。用完 @飞利浦中国 的声波震动牙刷后感觉挺舒服，牙齿脱胎换骨的感觉：实用色素全刷掉了…而用普通牙刷的那边还有残余…以后护牙就靠HX6711了[嘻嘻]
14868,1,又见吉米金[哈哈]
52577,1,秀下我的办公桌，赏心悦目吧[嘻嘻]
41316,1,[嘻嘻] [嘻嘻] ，哈哈哈！我喜欢！
7859,1,Oh my one direction！年轻真好[亲亲]
55315,1,段爷，做拉面，容易不？@老败 [亲亲]
9707,1,卖萌才是终极归宿~~~@Gal白 //@雷狗童: 桌面都是各种你，这个封面用了很久//@新周猫: 回复@fourbrain:俺可以请哇，你确定要吃？ //@fourbrain:[哈哈]恭喜哟~~请吃猫粮哟~~~ //@新周猫:请热烈、紧张、肉紧滴围观！感谢国家，感谢CCAV，感谢围脖儿，感谢俺滴所有粉丝，感谢所有同事，俺，上封面鸟！
37358,1,雪，怕是凝不住。[嘻嘻]//@金吾金: 黄昆山上，下雪了吗？[嘻嘻]
101310,0,分享：《神探夏洛克》第二季原声音乐中的一首，这首曲名字叫做SHERlocked，取自第一集，剧情不解释，就是福尔摩斯破解阿德勒手机密码的那瞬间[泪]http://t.cn/8FHTbi0
108830,0,天，现在都早上3 点了[抓狂] 。。。。真后悔落地前喝了咖啡。
85359,0,//@李开复: 现在知道了......[衰]
52129,1,一天又快结束了[爱你]
45215,1,亲爱的，经微博反垃圾官方确认，你现在粉丝都是真实有效的。恭喜你。[鼓掌]粉丝服务平台自助申请修粉已经上线。关注我，私信我：“修正粉丝”就可以参与啦~
76261,0,四个厕所居然全爆满，我汗啊~[抓狂][抓狂][抓狂]
37616,1,昨天早上醒来觉得睡的不太好，好像是被子有点厚不贴身[挖鼻屎]，昨天是除夕，老妈一早上开始忙了整整一天，一会儿也没得闲，可俺晚上睡觉时发现被子已换成软软绵绵暖暖和和的小被纸啦，可是俺滴亲妈呀！躺在被窝里看龙年春晚那叫个舒服[太阳][太开心]。。
87057,0,回复@HughXu:可以的，虽然屋内外温差接近60度！[抓狂] //@HughXu:出得了门吗？
13754,1,爱尔兰独立报(IrishIndependent)把希腊群岛列入了“2014年10大最值得去旅行的地方”[可爱] 希腊已经成为旅游业中最炙手可热的目的地，热爱旅行的你，如果还没有来过希腊，会不会太遗憾了[挤眼] @途秀 http://t.cn/zTqK9wF
95182,0,//@摩羯座蜜语:冠军（魔羯座），患难见真情啊[泪]
56098,1,富女儿穷儿子，有意思[偷笑]//@pearl-yang: [哈哈][偷笑] //@气场女王必修课:老公要运动版低标配穷养，才不会招野蝴蝶骗财骗色！更多精彩内容推荐关注>>>@气场女王必修课
51611,1,"""百?怪咖""mv曝光了，我?常模仿人，你?能模仿我?? 我填?的??歌，?可以??//@夜深的天使:[嘻嘻]"
118635,0,日本麦当劳下周开始送薯条”杯托“。[晕] 其实在自行车上用还好一点，车里用的就更早死了。
44301,1,属么情况，突然就呆住了也~ //@微博搞笑排行榜:怎么这么搞笑，哈哈哈！好可爱[嘻嘻]
40345,1,#爸爸去哪儿民航版#这几个小萌娃的可塑性真强啊！~~哈哈哈[哈哈][哈哈]
56666,1,#十全十美蜜月季#最美新娘----@格桑花的等待-大田 的生活照！借用拍婚纱照的摄影师一句话，长得漂亮怎么拍都好看！[嘻嘻]@时尚厦门 @新鲜旅厦门 @妈妈姓夏 @志远天下行
25073,1,#午餐自助面档128++每位# ，传统北方面食结合海南当地抱罗粉等组成的午餐自助面档，给您提供多种面食选择的同时，更有十多种不同配菜及卤味根据您自己的喜好添加，带给您不一样的味觉美。还有各样新鲜的热带水果、果汁及甜点等结束您完美的面食之旅… 强烈推荐亲们来品尝噢。。。[可爱]
11504,1,总有一天大家都会认识到，总赔钱，只做数字不做经营，会死人的。//@孙昌旭:所以，年初外面对Z/H的预测过于乐观了。今年形式变化很大，加之这两家策略改变开始关注利润。从目前来看，H公司冲50M都有困难，Z公司冲40M也有困难。四大金刚另两家冲20M可能性较大。某些亲们要要裸奔了[哈哈]
89341,0,【日综：整人大赏2013年末4小时sp】各台大型季度整人sp相继出炉！节目staff倍感压力+年末的大预算让这次极其精彩哦！无所不用其极！其中竟然萌发了浪漫爱情故事~变态大叔变本加厉登场！偶像们被丝袜套头[衰]http://t.cn/8FcpbcS (译制by@伦敦之心字幕组 )
32619,1,我爱吃豆腐[哈哈][哈哈]
108912,0,路哥转爱咬apple的配件！！！要坏4根爱疯线后，现升级咬air的电源线了！！！你大爷啊！！！[怒][怒][怒][怒][怒][怒][抓狂][抓狂][抓狂][抓狂][抓狂]苦逼的买线去[泪][泪][泪][泪][泪][泪]
56494,1,我是白羊，好像是的哈，唯恐天下不乱，越波折越有激情[嘻嘻]
574,1,我最最亲爱的老妈明天生日，也就是7.1哦，哇，实在太伟大了，到处唱红歌，都是在为她庆生。生日快乐，妈妈，女儿永远爱你！！！童鞋们，也一起祝我妈妈生日快乐吧，嘻嘻嘻！！！@雪后春天W [鼓掌] [蛋糕] [爱你] [心]
102615,0,@张晓蕊rry2 说你呢，平板一样的手机[挖鼻屎][挖鼻屎] //@经典英文语录:拿着平板一样的手机那些我不想说了[衰]
40447,1,[哈哈] //@于洲:[哈哈]//@田炜华:[哈哈]
41685,1,收到小熊糖和护手霜啦! 感谢思堡童鞋! @雷根斯堡小兄妹 [哈哈][哈哈][哈哈]
65447,0,拍着拍着就有木棉花往下掉，啊啊啊啊啊啊！！！[抓狂][抓狂][抓狂][抓狂]@小苹果露
50030,1,哈哈哈，介个是撞色伐？[爱你]
62835,0,零下32度！一天降一度吗？[泪]
21021,1,看今天把马卡龙在室温下放置了下，不知道会不会温度太高导致有点软呢[思考]，刚才在做法式香草焦糖布丁，没有参加到咖啡培训，好可惜啊！[哈哈] //@UID_Cafe:感谢@Baker_Street_焙客街 提供的精致马卡龙，有口福了 //@咕咕洛夫_洋?子:有幸吃到@烂李子 的马卡龙 真是美好的酥脆湿润口感啊
37422,1,#圣诞节随手拍#浪北超可爱贴心的圣诞小新，礼物都很Q有木有！[嘻嘻]@武汉达人会 @勿为之?灬 http://t.cn/8kRphMm (来自@微米)
13342,1,力宏之前的偶像[鼓掌]
55684,1,嘘…低调，低调 //@嘻哈当家主持小宝:真正的粉应该是 @尤宪超   // @嘻哈当家主持小宝 :哈哈哈[鼓掌]
69297,0,摇控器找到呢，原来在洗衣机里和我的床单一起搅拌了一个小时[泪][泪][泪]，我刚还神奇般得把床垫子都扳起来找都没有，耗费了两顿饭得体力，得到了两身汗，牛逼大了，摇控器还能用，海尔万岁！[威武][威武][威武]
68311,0,又进医院，五百大洋没了，随便一盒药就是一百多，中药、针灸加拔罐，还要（光着上身）被一帮女实习生围观！[泪]
59602,1,哈哈哈哈！你也遇到了同样的问题啊[哈哈]
37077,1,好贴心周到啊//@宁波华侨豪生大酒店：[可爱] [可爱]
99949,0,早安，瓦伦西亚！去年这时候也发过同样的一张，没有那讨厌的吊车煞风景[失望] 我在:http://t.cn/zj06J0r
95618,0,哪里小偷[晕] //@飞常准:[吃惊]小偷？哎。。。
84725,0,【[话筒]#大嘴八#：越雷越红，与众不同！[衰]】女神与女神经病之间，往往只有一步之遥。还是那个#Lady GaGa#，还是熟悉的味道，不信，你来尝一尝~[生病]http://t.cn/zRiHh9q
117925,0,[衰]//@V-王琦: 这广告做的，太坑小四了[哈哈]
1201,1,[可爱]//@2014央视春节联欢晚会: 我看见你，便看见，这世间的温暖[可爱]
66098,0,[晕]十年前的照片居然也被你留着，原来咱也非主流过！传奇是假，活着是真啊！咱还都要继续充满激情的活着！
131,1,?[哈哈] //@梦想家陆子矜:说的对
65430,0,这是狗熊 //@o兰毛毛o:动物尚且如此，人何以堪[失望] //@o艾米0:同志们，要勤快啊！！
100003,0,回复@豆呼块:没有正式学习过。一边工作一边学习一共3年多了。 //@豆呼块:叔叔是什么时候开始学汉语的？已经很不错了~！ //@静冈叔叔:回复@观行旅游网:不好意思，我的汉语还是不好[泪] //@观行旅游网:不好乱叫同志的[偷笑] //@静冈叔叔:回复@Gracesisu:真的？同志！
45283,1,回复@颜歌:哇，须叔也来凑个趣――送书啦~周日带到找丸子奶奶要签名！[鼓掌]@红颜素心 @窗边的小N @不锈钢兔儿 //@颜歌:又送书！能送我一本咩……[爱你]
41929,1,偏爱2、3、8[哈哈] //@那年那月nina:最后一张震到我了[给力][给力][给力][给力] 后三张好爱
76305,0,//@小白欢欢: //@宁财神: [抓狂]
98690,0,//@木伊花石:法师啊，我这全身上下都散发着一派安祥的气息如老太太般慈祥。所以找不到对象啊[衰]。
34993,1,集体吃瓜，就是甜....[哈哈][哈哈]
90820,0,我需要一个烟灰缸！！！！[抓狂][抓狂][抓狂][抓狂]
12813,1,回复@海中贝贝:哪里哪里！过奖过奖！[可爱][可爱][可爱] //@海中贝贝:不错啊，赵老师很上镜嘛，哈哈
15371,1,蒙古帅哥+蒙古媳妇儿！真感动，一定要幸福一辈子！//@孙晓亮SXL：恭喜恭喜！永远幸福[嘻嘻] //@杨柳007:恭喜露露正式成为蒙古人！ // @郭峰儿 :无
49260,1,早起要化妆的女人真的是太辛苦了，幸好我不化~[哈哈]
54145,1,回复@紫燕雅然: 惊飞檐下雀离窝，急坏房主大老郭。爱鸟人人都有责，是谁嗓门如此扩！[偷笑][哈哈] //@紫燕雅然:心想唱歌就唱歌，心想打渔就下河。歌声跃过古城镇，惊飞檐下雀离窝。 //@一斗自然全:：【夏之韵一一接雅然】漫山遍野处处杨，紫燕高歌过山梁。夕阳归来兴未了，古镇院内再引吭。
72418,0,你妹  //@鸡蛋磕磕:知道真相的我眼泪掉下来[泪]//@oO方小柒Oo: 。。。我不能说脏话，我没什么可说的了。。。[orz] //@大马不明白: @GP要赚钱 @Ciyii @喝椰奶的橘小win @oO方小柒Oo @Felix_fighting 我能说脏话么？
72291,0,味道重的真心喝不了[泪] //@黄百万他爹: @吕一品718 @鄢雨的微博 李老师无所谓，再重口味都喝得下。  //@稻城-思密达:我擦，我就是那个不礼貌的……  //@青心妈:@紫服青冠 ，那些年我们一起喝过的酥油茶[耶]
100862,0,#要出色#这耳机真的要被玩坏了……[泪]@S_Smith @ice小怪 @狂野的玉米 @GaoXXX @联想超级相机 @Vetrax嚣张卫视 @Felix蜀黍
92496,0,要比就比存活率[哈哈]//@比萨陈: 不和互联网人比估值[抓狂] //@生个儿子玩:我看大饼陈 @比萨陈 的披萨店应该改成狗剩披萨 //@洪怀懋:看来这是名字起得越不起眼，估值越高。
38132,1,回复@896张涛:最难消受春日蚊虫。。。[嘻嘻] 难为您作为主持人，得一直不停讲话。。。。 //@896张涛:昨天在现场，春夜的东湖岸边，暗想该是怎样的暗香流动，却原来是一片蚊虫飞舞，哈哈，都不敢太张大嘴讲话，不然成壁虎。 //@cora远远:这难道是@896张涛 老师？？
118225,0,谁说咖啡对我不管用了的....现在整个人眼皮在打架但精神好亢奋，三小时后要起床，金赌烂！！[抓狂][抓狂]
1369,1,"#京城秋色# 在密云偶遇一只美丽的红蜻蜓,暮然想起小虎队的那首歌""看那红色蜻蜓飞在蓝色天空,游戏在风中不断追逐他的梦,天空是永恒的家,大地就是他的王国,飞翔是生活;我们的童年也像追逐成长吹来的风,轻轻地吹着梦想慢慢的升空,红色的蜻蜓我小时侯的小小英雄,多希望有一天能和它一起飞”[爱你]@微驴友"
84110,0,[泪] 对@兔兔 说：我电影票过期了?????
22176,1,开心的一天！[爱你]//@七月娃娃:实在想给每个留言的朋友都送上祝福，可惜礼物有限！小香水获得者@丛-蓉  香港景点小卡片获得者@rambo2453 @游在天际的鱼 @旅行者?柒柒 请私信地址吧，得到明信片的朋友我在评论提到，小礼品下周寄出，明信片在广州或福州寄出，谢谢大家，很快有下次福利。
97008,0,我说：妈，ipad2呢？你不是给我了吗？我妈眼神游离状：内个，内个我和你爸再商量一下。我说：不是你说3出来了，2就给我吗？我妈回我一句：3又进不来了，说国内限制。他们给我打电话说的。我说：谁给你打电话了？难不成是苹果公司的？[哼][右哼哼][左哼哼][抓狂]
75368,0,想说可怕的中国人吗？费劲。 //@嗨查理:遭受多大的委屈，才能写出这些书啊！[悲伤] //@危险的蘑菇:[生病]
28542,1,确实好看 //@法图麦的妈妈:AUV，谢谢啊！ //@宋度军:哈姐好有气质啊[嘻嘻]@法图麦的妈妈
5020,1,#团圆才有心味道#俏厨娘小时候经常会被左邻右舍的叔叔阿姨“拐骗”到他们家里吃大餐，特别是逢年过节的时候，楼道里处处饭菜飘香~邻居哥哥姐姐都会回家团聚，我们还会互相串门“偷吃”，真是美好的回忆~想到这些，就感觉有股温暖的味道扑鼻而来！咦~我又闻到了外婆红烧肉的味道~[哈哈]（图片via网络）
110351,0,#北京事儿#【两张照片，塞班和北京！[泪]】@孙PAPA：塞班起飞后和北京降落前的两张照片，我和我的小伙伴都惊呆了⊙?⊙
51520,1,呵呵！和大家一起聊美食老开心啦！[可爱]
51686,1,AUV练上了[哈哈]
92731,0,看到评论，我就觉得我会转。//@少娟-风信子:无奈的选择 //@张老叉:辛酸但是真实的不能再真实的故事 //@张宝良003: 北京我来过 //@张老叉: [泪]
5869,1,新版「财经郎眼」宣传片，高端，大气，上档次！[鼓掌][鼓掌][鼓掌]http://t.cn/zTldJIM
33764,1,祝大家2014年心想事成！祝盘古继续高大上！[哈哈]
99538,0,哇塞～～你这速度赶上实况转播了～～～！！我恨你那么晚告诉我！！！！！！[泪] @张际星Jessie  我告状！！她晚上才想起打电话告诉我！！！！！！[泪] [泪]
119032,0,看来我也要宅了[泪]
10793,1,美～～～～～//@nola不啦: [馋嘴][馋嘴][馋嘴] //@斗篷妹:好美啊啊啊啊[爱你]
106709,0,为什么就我在加班，老天要不要这么不公平，不公平，不公平！！[泪][泪][泪][泪][泪]
56161,1,回复@红水河龙滩天峨_梁昌旺:[给力][马到成功] //@红水河龙滩天峨_梁昌旺:美景共赏[哈哈] //@水墨婺源:谢梁县长雅赏！[赞][心] //@红水河龙滩天峨_梁昌旺: 美极啦 //@水墨婺源:况总下午好！[赞][心][微风] //@况秀猛:美丽的油菜花和家乡的人!
